Sample in Buffer,Sample in Window,TRIGGER,u_dac_/conf[15:0],u_dac_/z_sync[2:0],u_dac_/cnt_delay[15:0],u_dac_/dac_cnt[12:0],u_dac_/dac_ram_addr[12:0],u_dac_/dac_ram_odata[15:0],u_dac_/tt_odat[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0000,0,0000,0cdb,0cdb,0000,0000
1,1,0,0000,0,0000,0cdc,0cdc,0000,0000
2,2,0,0000,0,0000,0cdd,0cdd,0000,0000
3,3,0,0000,0,0000,0cde,0cde,0000,0000
4,4,0,0000,0,0000,0cdf,0cdf,0000,0000
5,5,0,0000,0,0000,0ce0,0ce0,0000,0000
6,6,0,0000,0,0000,0ce1,0ce1,0000,0000
7,7,0,0000,0,0000,0ce2,0ce2,0000,0000
8,8,0,0000,0,0000,0ce3,0ce3,0000,0000
9,9,0,0000,0,0000,0ce4,0ce4,0000,0000
10,10,0,0000,0,0000,0ce5,0ce5,0000,0000
11,11,0,0000,0,0000,0ce6,0ce6,0000,0000
12,12,0,0000,0,0000,0ce7,0ce7,0000,0000
13,13,0,0000,0,0000,0ce8,0ce8,0000,0000
14,14,0,0000,0,0000,0ce9,0ce9,0000,0000
15,15,0,0000,0,0000,0cea,0cea,0000,0000
16,16,0,0000,0,0000,0ceb,0ceb,0000,0000
17,17,0,0000,0,0000,0cec,0cec,0000,0000
18,18,0,0000,0,0000,0ced,0ced,0000,0000
19,19,0,0000,0,0000,0cee,0cee,0000,0000
20,20,0,0000,0,0000,0cef,0cef,0000,0000
21,21,0,0000,0,0000,0cf0,0cf0,0000,0000
22,22,0,0000,0,0000,0cf1,0cf1,0000,0000
23,23,0,0000,0,0000,0cf2,0cf2,0000,0000
24,24,0,0000,0,0000,0cf3,0cf3,0000,0000
25,25,0,0000,0,0000,0cf4,0cf4,0000,0000
26,26,0,0000,0,0000,0cf5,0cf5,0000,0000
27,27,0,0000,0,0000,0cf6,0cf6,0000,0000
28,28,0,0000,0,0000,0cf7,0cf7,0000,0000
29,29,0,0000,0,0000,0cf8,0cf8,0000,0000
30,30,0,0000,0,0000,0cf9,0cf9,0000,0000
31,31,0,0000,0,0000,0cfa,0cfa,0000,0000
32,32,0,0000,0,0000,0cfb,0cfb,0000,0000
33,33,0,0000,0,0000,0cfc,0cfc,0000,0000
34,34,0,0000,0,0000,0cfd,0cfd,0000,0000
35,35,0,0000,0,0000,0cfe,0cfe,0000,0000
36,36,0,0000,0,0000,0cff,0cff,0000,0000
37,37,0,0000,0,0000,0d00,0d00,0000,0000
38,38,0,0000,0,0000,0d01,0d01,0000,0000
39,39,0,0000,0,0000,0d02,0d02,0000,0000
40,40,0,0000,0,0000,0d03,0d03,0000,0000
41,41,0,0000,0,0000,0d04,0d04,0000,0000
42,42,0,0000,0,0000,0d05,0d05,0000,0000
43,43,0,0000,0,0000,0d06,0d06,0000,0000
44,44,0,0000,0,0000,0d07,0d07,0000,0000
45,45,0,0000,0,0000,0d08,0d08,0000,0000
46,46,0,0000,0,0000,0d09,0d09,0000,0000
47,47,0,0000,0,0000,0d0a,0d0a,0000,0000
48,48,0,0000,0,0000,0d0b,0d0b,0000,0000
49,49,0,0000,0,0000,0d0c,0d0c,0000,0000
50,50,0,0000,0,0000,0d0d,0d0d,0000,0000
51,51,0,0000,0,0000,0d0e,0d0e,0000,0000
52,52,0,0000,0,0000,0d0f,0d0f,0000,0000
53,53,0,0000,0,0000,0d10,0d10,0000,0000
54,54,0,0000,0,0000,0d11,0d11,0000,0000
55,55,0,0000,0,0000,0d12,0d12,0000,0000
56,56,0,0000,0,0000,0d13,0d13,0000,0000
57,57,0,0000,0,0000,0d14,0d14,0000,0000
58,58,0,0000,0,0000,0d15,0d15,0000,0000
59,59,0,0000,0,0000,0d16,0d16,0000,0000
60,60,0,0000,0,0000,0d17,0d17,0000,0000
61,61,0,0000,0,0000,0d18,0d18,0000,0000
62,62,0,0000,0,0000,0d19,0d19,0000,0000
63,63,0,0000,0,0000,0d1a,0d1a,0000,0000
64,64,0,0000,0,0000,0d1b,0d1b,0000,0000
65,65,0,0000,0,0000,0d1c,0d1c,0000,0000
66,66,0,0000,0,0000,0d1d,0d1d,0000,0000
67,67,0,0000,0,0000,0d1e,0d1e,0000,0000
68,68,0,0000,0,0000,0d1f,0d1f,0000,0000
69,69,0,0000,0,0000,0d20,0d20,0000,0000
70,70,0,0000,0,0000,0d21,0d21,0000,0000
71,71,0,0000,0,0000,0d22,0d22,0000,0000
72,72,0,0000,0,0000,0d23,0d23,0000,0000
73,73,0,0000,0,0000,0d24,0d24,0000,0000
74,74,0,0000,0,0000,0d25,0d25,0000,0000
75,75,0,0000,0,0000,0d26,0d26,0000,0000
76,76,0,0000,0,0000,0d27,0d27,0000,0000
77,77,0,0000,0,0000,0d28,0d28,0000,0000
78,78,0,0000,0,0000,0d29,0d29,0000,0000
79,79,0,0000,0,0000,0d2a,0d2a,0000,0000
80,80,0,0000,0,0000,0d2b,0d2b,0000,0000
81,81,0,0000,0,0000,0d2c,0d2c,0000,0000
82,82,0,0000,0,0000,0d2d,0d2d,0000,0000
83,83,0,0000,0,0000,0d2e,0d2e,0000,0000
84,84,0,0000,0,0000,0d2f,0d2f,0000,0000
85,85,0,0000,0,0000,0d30,0d30,0000,0000
86,86,0,0000,0,0000,0d31,0d31,0000,0000
87,87,0,0000,0,0000,0d32,0d32,0000,0000
88,88,0,0000,0,0000,0d33,0d33,0000,0000
89,89,0,0000,0,0000,0d34,0d34,0000,0000
90,90,0,0000,0,0000,0d35,0d35,0000,0000
91,91,0,0000,0,0000,0d36,0d36,0000,0000
92,92,0,0000,0,0000,0d37,0d37,0000,0000
93,93,0,0000,0,0000,0d38,0d38,0000,0000
94,94,0,0000,0,0000,0d39,0d39,0000,0000
95,95,0,0000,0,0000,0d3a,0d3a,0000,0000
96,96,0,0000,0,0000,0d3b,0d3b,0000,0000
97,97,0,0000,0,0000,0d3c,0d3c,0000,0000
98,98,0,0000,0,0000,0d3d,0d3d,0000,0000
99,99,0,0000,0,0000,0d3e,0d3e,0000,0000
100,100,0,0000,0,0000,0d3f,0d3f,0000,0000
101,101,0,0000,0,0000,0d40,0d40,0000,0000
102,102,0,0000,0,0000,0d41,0d41,0000,0000
103,103,0,0000,0,0000,0d42,0d42,0000,0000
104,104,0,0000,0,0000,0d43,0d43,0000,0000
105,105,0,0000,0,0000,0d44,0d44,0000,0000
106,106,0,0000,0,0000,0d45,0d45,0000,0000
107,107,0,0000,0,0000,0d46,0d46,0000,0000
108,108,0,0000,0,0000,0d47,0d47,0000,0000
109,109,0,0000,0,0000,0d48,0d48,0000,0000
110,110,0,0000,0,0000,0d49,0d49,0000,0000
111,111,0,0000,0,0000,0d4a,0d4a,0000,0000
112,112,0,0000,0,0000,0d4b,0d4b,0000,0000
113,113,0,0000,0,0000,0d4c,0d4c,0000,0000
114,114,0,0000,0,0000,0d4d,0d4d,0000,0000
115,115,0,0000,0,0000,0d4e,0d4e,0000,0000
116,116,0,0000,0,0000,0d4f,0d4f,0000,0000
117,117,0,0000,0,0000,0d50,0d50,0000,0000
118,118,0,0000,0,0000,0d51,0d51,0000,0000
119,119,0,0000,0,0000,0d52,0d52,0000,0000
120,120,0,0000,0,0000,0d53,0d53,0000,0000
121,121,0,0000,0,0000,0d54,0d54,0000,0000
122,122,0,0000,0,0000,0d55,0d55,0000,0000
123,123,0,0000,0,0000,0d56,0d56,0000,0000
124,124,0,0000,0,0000,0d57,0d57,0000,0000
125,125,0,0000,0,0000,0d58,0d58,0000,0000
126,126,0,0000,0,0000,0d59,0d59,0000,0000
127,127,0,0000,0,0000,0d5a,0d5a,0000,0000
128,128,0,0000,0,0000,0d5b,0d5b,0000,0000
129,129,0,0000,0,0000,0d5c,0d5c,0000,0000
130,130,0,0000,0,0000,0d5d,0d5d,0000,0000
131,131,0,0000,0,0000,0d5e,0d5e,0000,0000
132,132,0,0000,0,0000,0d5f,0d5f,0000,0000
133,133,0,0000,0,0000,0d60,0d60,0000,0000
134,134,0,0000,0,0000,0d61,0d61,0000,0000
135,135,0,0000,0,0000,0d62,0d62,0000,0000
136,136,0,0000,0,0000,0d63,0d63,0000,0000
137,137,0,0000,0,0000,0d64,0d64,0000,0000
138,138,0,0000,0,0000,0d65,0d65,0000,0000
139,139,0,0000,0,0000,0d66,0d66,0000,0000
140,140,0,0000,0,0000,0d67,0d67,0000,0000
141,141,0,0000,0,0000,0d68,0d68,0000,0000
142,142,0,0000,0,0000,0d69,0d69,0000,0000
143,143,0,0000,0,0000,0d6a,0d6a,0000,0000
144,144,0,0000,0,0000,0d6b,0d6b,0000,0000
145,145,0,0000,0,0000,0d6c,0d6c,0000,0000
146,146,0,0000,0,0000,0d6d,0d6d,0000,0000
147,147,0,0000,0,0000,0d6e,0d6e,0000,0000
148,148,0,0000,0,0000,0d6f,0d6f,0000,0000
149,149,0,0000,0,0000,0d70,0d70,0000,0000
150,150,0,0000,0,0000,0d71,0d71,0000,0000
151,151,0,0000,0,0000,0d72,0d72,0000,0000
152,152,0,0000,0,0000,0d73,0d73,0000,0000
153,153,0,0000,0,0000,0d74,0d74,0000,0000
154,154,0,0000,0,0000,0d75,0d75,0000,0000
155,155,0,0000,0,0000,0d76,0d76,0000,0000
156,156,0,0000,0,0000,0d77,0d77,0000,0000
157,157,0,0000,0,0000,0d78,0d78,0000,0000
158,158,0,0000,0,0000,0d79,0d79,0000,0000
159,159,0,0000,0,0000,0d7a,0d7a,0000,0000
160,160,0,0000,0,0000,0d7b,0d7b,0000,0000
161,161,0,0000,0,0000,0d7c,0d7c,0000,0000
162,162,0,0000,0,0000,0d7d,0d7d,0000,0000
163,163,0,0000,0,0000,0d7e,0d7e,0000,0000
164,164,0,0000,0,0000,0d7f,0d7f,0000,0000
165,165,0,0000,0,0000,0d80,0d80,0000,0000
166,166,0,0000,0,0000,0d81,0d81,0000,0000
167,167,0,0000,0,0000,0d82,0d82,0000,0000
168,168,0,0000,0,0000,0d83,0d83,0000,0000
169,169,0,0000,0,0000,0d84,0d84,0000,0000
170,170,0,0000,0,0000,0d85,0d85,0000,0000
171,171,0,0000,0,0000,0d86,0d86,0000,0000
172,172,0,0000,0,0000,0d87,0d87,0000,0000
173,173,0,0000,0,0000,0d88,0d88,0000,0000
174,174,0,0000,0,0000,0d89,0d89,0000,0000
175,175,0,0000,0,0000,0d8a,0d8a,0000,0000
176,176,0,0000,0,0000,0d8b,0d8b,0000,0000
177,177,0,0000,0,0000,0d8c,0d8c,0000,0000
178,178,0,0000,0,0000,0d8d,0d8d,0000,0000
179,179,0,0000,0,0000,0d8e,0d8e,0000,0000
180,180,0,0000,0,0000,0d8f,0d8f,0000,0000
181,181,0,0000,0,0000,0d90,0d90,0000,0000
182,182,0,0000,0,0000,0d91,0d91,0000,0000
183,183,0,0000,0,0000,0d92,0d92,0000,0000
184,184,0,0000,0,0000,0d93,0d93,0000,0000
185,185,0,0000,0,0000,0d94,0d94,0000,0000
186,186,0,0000,0,0000,0d95,0d95,0000,0000
187,187,0,0000,0,0000,0d96,0d96,0000,0000
188,188,0,0000,0,0000,0d97,0d97,0000,0000
189,189,0,0000,0,0000,0d98,0d98,0000,0000
190,190,0,0000,0,0000,0d99,0d99,0000,0000
191,191,0,0000,0,0000,0d9a,0d9a,0000,0000
192,192,0,0000,0,0000,0d9b,0d9b,0000,0000
193,193,0,0000,0,0000,0d9c,0d9c,0000,0000
194,194,0,0000,0,0000,0d9d,0d9d,0000,0000
195,195,0,0000,0,0000,0d9e,0d9e,0000,0000
196,196,0,0000,0,0000,0d9f,0d9f,0000,0000
197,197,0,0000,0,0000,0da0,0da0,0000,0000
198,198,0,0000,0,0000,0da1,0da1,0000,0000
199,199,0,0000,0,0000,0da2,0da2,0000,0000
200,200,0,0000,0,0000,0da3,0da3,0000,0000
201,201,0,0000,0,0000,0da4,0da4,0000,0000
202,202,0,0000,0,0000,0da5,0da5,0000,0000
203,203,0,0000,0,0000,0da6,0da6,0000,0000
204,204,0,0000,0,0000,0da7,0da7,0000,0000
205,205,0,0000,0,0000,0da8,0da8,0000,0000
206,206,0,0000,0,0000,0da9,0da9,0000,0000
207,207,0,0000,0,0000,0daa,0daa,0000,0000
208,208,0,0000,0,0000,0dab,0dab,0000,0000
209,209,0,0000,0,0000,0dac,0dac,0000,0000
210,210,0,0000,0,0000,0dad,0dad,0000,0000
211,211,0,0000,0,0000,0dae,0dae,0000,0000
212,212,0,0000,0,0000,0daf,0daf,0000,0000
213,213,0,0000,0,0000,0db0,0db0,0000,0000
214,214,0,0000,0,0000,0db1,0db1,0000,0000
215,215,0,0000,0,0000,0db2,0db2,0000,0000
216,216,0,0000,0,0000,0db3,0db3,0000,0000
217,217,0,0000,0,0000,0db4,0db4,0000,0000
218,218,0,0000,0,0000,0db5,0db5,0000,0000
219,219,0,0000,0,0000,0db6,0db6,0000,0000
220,220,0,0000,0,0000,0db7,0db7,0000,0000
221,221,0,0000,0,0000,0db8,0db8,0000,0000
222,222,0,0000,0,0000,0db9,0db9,0000,0000
223,223,0,0000,0,0000,0dba,0dba,0000,0000
224,224,0,0000,0,0000,0dbb,0dbb,0000,0000
225,225,0,0000,0,0000,0dbc,0dbc,0000,0000
226,226,0,0000,0,0000,0dbd,0dbd,0000,0000
227,227,0,0000,0,0000,0dbe,0dbe,0000,0000
228,228,0,0000,0,0000,0dbf,0dbf,0000,0000
229,229,0,0000,0,0000,0dc0,0dc0,0000,0000
230,230,0,0000,0,0000,0dc1,0dc1,0000,0000
231,231,0,0000,0,0000,0dc2,0dc2,0000,0000
232,232,0,0000,0,0000,0dc3,0dc3,0000,0000
233,233,0,0000,0,0000,0dc4,0dc4,0000,0000
234,234,0,0000,0,0000,0dc5,0dc5,0000,0000
235,235,0,0000,0,0000,0dc6,0dc6,0000,0000
236,236,0,0000,0,0000,0dc7,0dc7,0000,0000
237,237,0,0000,0,0000,0dc8,0dc8,0000,0000
238,238,0,0000,0,0000,0dc9,0dc9,0000,0000
239,239,0,0000,0,0000,0dca,0dca,0000,0000
240,240,0,0000,0,0000,0dcb,0dcb,0000,0000
241,241,0,0000,0,0000,0dcc,0dcc,0000,0000
242,242,0,0000,0,0000,0dcd,0dcd,0000,0000
243,243,0,0000,0,0000,0dce,0dce,0000,0000
244,244,0,0000,0,0000,0dcf,0dcf,0000,0000
245,245,0,0000,0,0000,0dd0,0dd0,0000,0000
246,246,0,0000,0,0000,0dd1,0dd1,0000,0000
247,247,0,0000,0,0000,0dd2,0dd2,0000,0000
248,248,0,0000,0,0000,0dd3,0dd3,0000,0000
249,249,0,0000,0,0000,0dd4,0dd4,0000,0000
250,250,0,0000,0,0000,0dd5,0dd5,0000,0000
251,251,0,0000,0,0000,0dd6,0dd6,0000,0000
252,252,0,0000,0,0000,0dd7,0dd7,0000,0000
253,253,0,0000,0,0000,0dd8,0dd8,0000,0000
254,254,0,0000,0,0000,0dd9,0dd9,0000,0000
255,255,0,0000,0,0000,0dda,0dda,0000,0000
256,256,0,0000,0,0000,0ddb,0ddb,0000,0000
257,257,0,0000,0,0000,0ddc,0ddc,0000,0000
258,258,0,0000,0,0000,0ddd,0ddd,0000,0000
259,259,0,0000,0,0000,0dde,0dde,0000,0000
260,260,0,0000,0,0000,0ddf,0ddf,0000,0000
261,261,0,0000,0,0000,0de0,0de0,0000,0000
262,262,0,0000,0,0000,0de1,0de1,0000,0000
263,263,0,0000,0,0000,0de2,0de2,0000,0000
264,264,0,0000,0,0000,0de3,0de3,0000,0000
265,265,0,0000,0,0000,0de4,0de4,0000,0000
266,266,0,0000,0,0000,0de5,0de5,0000,0000
267,267,0,0000,0,0000,0de6,0de6,0000,0000
268,268,0,0000,0,0000,0de7,0de7,0000,0000
269,269,0,0000,0,0000,0de8,0de8,0000,0000
270,270,0,0000,0,0000,0de9,0de9,0000,0000
271,271,0,0000,0,0000,0dea,0dea,0000,0000
272,272,0,0000,0,0000,0deb,0deb,0000,0000
273,273,0,0000,0,0000,0dec,0dec,0000,0000
274,274,0,0000,0,0000,0ded,0ded,0000,0000
275,275,0,0000,0,0000,0dee,0dee,0000,0000
276,276,0,0000,0,0000,0def,0def,0000,0000
277,277,0,0000,0,0000,0df0,0df0,0000,0000
278,278,0,0000,0,0000,0df1,0df1,0000,0000
279,279,0,0000,0,0000,0df2,0df2,0000,0000
280,280,0,0000,0,0000,0df3,0df3,0000,0000
281,281,0,0000,0,0000,0df4,0df4,0000,0000
282,282,0,0000,0,0000,0df5,0df5,0000,0000
283,283,0,0000,0,0000,0df6,0df6,0000,0000
284,284,0,0000,0,0000,0df7,0df7,0000,0000
285,285,0,0000,0,0000,0df8,0df8,0000,0000
286,286,0,0000,0,0000,0df9,0df9,0000,0000
287,287,0,0000,0,0000,0dfa,0dfa,0000,0000
288,288,0,0000,0,0000,0dfb,0dfb,0000,0000
289,289,0,0000,0,0000,0dfc,0dfc,0000,0000
290,290,0,0000,0,0000,0dfd,0dfd,0000,0000
291,291,0,0000,0,0000,0dfe,0dfe,0000,0000
292,292,0,0000,0,0000,0dff,0dff,0000,0000
293,293,0,0000,0,0000,0e00,0e00,0000,0000
294,294,0,0000,0,0000,0e01,0e01,0000,0000
295,295,0,0000,0,0000,0e02,0e02,0000,0000
296,296,0,0000,0,0000,0e03,0e03,0000,0000
297,297,0,0000,0,0000,0e04,0e04,0000,0000
298,298,0,0000,0,0000,0e05,0e05,0000,0000
299,299,0,0000,0,0000,0e06,0e06,0000,0000
300,300,0,0000,0,0000,0e07,0e07,0000,0000
301,301,0,0000,0,0000,0e08,0e08,0000,0000
302,302,0,0000,0,0000,0e09,0e09,0000,0000
303,303,0,0000,0,0000,0e0a,0e0a,0000,0000
304,304,0,0000,0,0000,0e0b,0e0b,0000,0000
305,305,0,0000,0,0000,0e0c,0e0c,0000,0000
306,306,0,0000,0,0000,0e0d,0e0d,0000,0000
307,307,0,0000,0,0000,0e0e,0e0e,0000,0000
308,308,0,0000,0,0000,0e0f,0e0f,0000,0000
309,309,0,0000,0,0000,0e10,0e10,0000,0000
310,310,0,0000,0,0000,0e11,0e11,0000,0000
311,311,0,0000,0,0000,0e12,0e12,0000,0000
312,312,0,0000,0,0000,0e13,0e13,0000,0000
313,313,0,0000,0,0000,0e14,0e14,0000,0000
314,314,0,0000,0,0000,0e15,0e15,0000,0000
315,315,0,0000,0,0000,0e16,0e16,0000,0000
316,316,0,0000,0,0000,0e17,0e17,0000,0000
317,317,0,0000,0,0000,0e18,0e18,0000,0000
318,318,0,0000,0,0000,0e19,0e19,0000,0000
319,319,0,0000,0,0000,0e1a,0e1a,0000,0000
320,320,0,0000,0,0000,0e1b,0e1b,0000,0000
321,321,0,0000,0,0000,0e1c,0e1c,0000,0000
322,322,0,0000,0,0000,0e1d,0e1d,0000,0000
323,323,0,0000,0,0000,0e1e,0e1e,0000,0000
324,324,0,0000,0,0000,0e1f,0e1f,0000,0000
325,325,0,0000,0,0000,0e20,0e20,0000,0000
326,326,0,0000,0,0000,0e21,0e21,0000,0000
327,327,0,0000,0,0000,0e22,0e22,0000,0000
328,328,0,0000,0,0000,0e23,0e23,0000,0000
329,329,0,0000,0,0000,0e24,0e24,0000,0000
330,330,0,0000,0,0000,0e25,0e25,0000,0000
331,331,0,0000,0,0000,0e26,0e26,0000,0000
332,332,0,0000,0,0000,0e27,0e27,0000,0000
333,333,0,0000,0,0000,0e28,0e28,0000,0000
334,334,0,0000,0,0000,0e29,0e29,0000,0000
335,335,0,0000,0,0000,0e2a,0e2a,0000,0000
336,336,0,0000,0,0000,0e2b,0e2b,0000,0000
337,337,0,0000,0,0000,0e2c,0e2c,0000,0000
338,338,0,0000,0,0000,0e2d,0e2d,0000,0000
339,339,0,0000,0,0000,0e2e,0e2e,0000,0000
340,340,0,0000,0,0000,0e2f,0e2f,0000,0000
341,341,0,0000,0,0000,0e30,0e30,0000,0000
342,342,0,0000,0,0000,0e31,0e31,0000,0000
343,343,0,0000,0,0000,0e32,0e32,0000,0000
344,344,0,0000,0,0000,0e33,0e33,0000,0000
345,345,0,0000,0,0000,0e34,0e34,0000,0000
346,346,0,0000,0,0000,0e35,0e35,0000,0000
347,347,0,0000,0,0000,0e36,0e36,0000,0000
348,348,0,0000,0,0000,0e37,0e37,0000,0000
349,349,0,0000,0,0000,0e38,0e38,0000,0000
350,350,0,0000,0,0000,0e39,0e39,0000,0000
351,351,0,0000,0,0000,0e3a,0e3a,0000,0000
352,352,0,0000,0,0000,0e3b,0e3b,0000,0000
353,353,0,0000,0,0000,0e3c,0e3c,0000,0000
354,354,0,0000,0,0000,0e3d,0e3d,0000,0000
355,355,0,0000,0,0000,0e3e,0e3e,0000,0000
356,356,0,0000,0,0000,0e3f,0e3f,0000,0000
357,357,0,0000,0,0000,0e40,0e40,0000,0000
358,358,0,0000,0,0000,0e41,0e41,0000,0000
359,359,0,0000,0,0000,0e42,0e42,0000,0000
360,360,0,0000,0,0000,0e43,0e43,0000,0000
361,361,0,0000,0,0000,0e44,0e44,0000,0000
362,362,0,0000,0,0000,0e45,0e45,0000,0000
363,363,0,0000,0,0000,0e46,0e46,0000,0000
364,364,0,0000,0,0000,0e47,0e47,0000,0000
365,365,0,0000,0,0000,0e48,0e48,0000,0000
366,366,0,0000,0,0000,0e49,0e49,0000,0000
367,367,0,0000,0,0000,0e4a,0e4a,0000,0000
368,368,0,0000,0,0000,0e4b,0e4b,0000,0000
369,369,0,0000,0,0000,0e4c,0e4c,0000,0000
370,370,0,0000,0,0000,0e4d,0e4d,0000,0000
371,371,0,0000,0,0000,0e4e,0e4e,0000,0000
372,372,0,0000,0,0000,0e4f,0e4f,0000,0000
373,373,0,0000,0,0000,0e50,0e50,0000,0000
374,374,0,0000,0,0000,0e51,0e51,0000,0000
375,375,0,0000,0,0000,0e52,0e52,0000,0000
376,376,0,0000,0,0000,0e53,0e53,0000,0000
377,377,0,0000,0,0000,0e54,0e54,0000,0000
378,378,0,0000,0,0000,0e55,0e55,0000,0000
379,379,0,0000,0,0000,0e56,0e56,0000,0000
380,380,0,0000,0,0000,0e57,0e57,0000,0000
381,381,0,0000,0,0000,0e58,0e58,0000,0000
382,382,0,0000,0,0000,0e59,0e59,0000,0000
383,383,0,0000,0,0000,0e5a,0e5a,0000,0000
384,384,0,0000,0,0000,0e5b,0e5b,0000,0000
385,385,0,0000,0,0000,0e5c,0e5c,0000,0000
386,386,0,0000,0,0000,0e5d,0e5d,0000,0000
387,387,0,0000,0,0000,0e5e,0e5e,0000,0000
388,388,0,0000,0,0000,0e5f,0e5f,0000,0000
389,389,0,0000,0,0000,0e60,0e60,0000,0000
390,390,0,0000,0,0000,0e61,0e61,0000,0000
391,391,0,0000,0,0000,0e62,0e62,0000,0000
392,392,0,0000,0,0000,0e63,0e63,0000,0000
393,393,0,0000,0,0000,0e64,0e64,0000,0000
394,394,0,0000,0,0000,0e65,0e65,0000,0000
395,395,0,0000,0,0000,0e66,0e66,0000,0000
396,396,0,0000,0,0000,0e67,0e67,0000,0000
397,397,0,0000,0,0000,0e68,0e68,0000,0000
398,398,0,0000,0,0000,0e69,0e69,0000,0000
399,399,0,0000,0,0000,0e6a,0e6a,0000,0000
400,400,0,0000,0,0000,0e6b,0e6b,0000,0000
401,401,0,0000,0,0000,0e6c,0e6c,0000,0000
402,402,0,0000,0,0000,0e6d,0e6d,0000,0000
403,403,0,0000,0,0000,0e6e,0e6e,0000,0000
404,404,0,0000,0,0000,0e6f,0e6f,0000,0000
405,405,0,0000,0,0000,0e70,0e70,0000,0000
406,406,0,0000,0,0000,0e71,0e71,0000,0000
407,407,0,0000,0,0000,0e72,0e72,0000,0000
408,408,0,0000,0,0000,0e73,0e73,0000,0000
409,409,0,0000,0,0000,0e74,0e74,0000,0000
410,410,0,0000,0,0000,0e75,0e75,0000,0000
411,411,0,0000,0,0000,0e76,0e76,0000,0000
412,412,0,0000,0,0000,0e77,0e77,0000,0000
413,413,0,0000,0,0000,0e78,0e78,0000,0000
414,414,0,0000,0,0000,0e79,0e79,0000,0000
415,415,0,0000,0,0000,0e7a,0e7a,0000,0000
416,416,0,0000,0,0000,0e7b,0e7b,0000,0000
417,417,0,0000,0,0000,0e7c,0e7c,0000,0000
418,418,0,0000,0,0000,0e7d,0e7d,0000,0000
419,419,0,0000,0,0000,0e7e,0e7e,0000,0000
420,420,0,0000,0,0000,0e7f,0e7f,0000,0000
421,421,0,0000,0,0000,0e80,0e80,0000,0000
422,422,0,0000,0,0000,0e81,0e81,0000,0000
423,423,0,0000,0,0000,0e82,0e82,0000,0000
424,424,0,0000,0,0000,0e83,0e83,0000,0000
425,425,0,0000,0,0000,0e84,0e84,0000,0000
426,426,0,0000,0,0000,0e85,0e85,0000,0000
427,427,0,0000,0,0000,0e86,0e86,0000,0000
428,428,0,0000,0,0000,0e87,0e87,0000,0000
429,429,0,0000,0,0000,0e88,0e88,0000,0000
430,430,0,0000,0,0000,0e89,0e89,0000,0000
431,431,0,0000,0,0000,0e8a,0e8a,0000,0000
432,432,0,0000,0,0000,0e8b,0e8b,0000,0000
433,433,0,0000,0,0000,0e8c,0e8c,0000,0000
434,434,0,0000,0,0000,0e8d,0e8d,0000,0000
435,435,0,0000,0,0000,0e8e,0e8e,0000,0000
436,436,0,0000,0,0000,0e8f,0e8f,0000,0000
437,437,0,0000,0,0000,0e90,0e90,0000,0000
438,438,0,0000,0,0000,0e91,0e91,0000,0000
439,439,0,0000,0,0000,0e92,0e92,0000,0000
440,440,0,0000,0,0000,0e93,0e93,0000,0000
441,441,0,0000,0,0000,0e94,0e94,0000,0000
442,442,0,0000,0,0000,0e95,0e95,0000,0000
443,443,0,0000,0,0000,0e96,0e96,0000,0000
444,444,0,0000,0,0000,0e97,0e97,0000,0000
445,445,0,0000,0,0000,0e98,0e98,0000,0000
446,446,0,0000,0,0000,0e99,0e99,0000,0000
447,447,0,0000,0,0000,0e9a,0e9a,0000,0000
448,448,0,0000,0,0000,0e9b,0e9b,0000,0000
449,449,0,0000,0,0000,0e9c,0e9c,0000,0000
450,450,0,0000,0,0000,0e9d,0e9d,0000,0000
451,451,0,0000,0,0000,0e9e,0e9e,0000,0000
452,452,0,0000,0,0000,0e9f,0e9f,0000,0000
453,453,0,0000,0,0000,0ea0,0ea0,0000,0000
454,454,0,0000,0,0000,0ea1,0ea1,0000,0000
455,455,0,0000,0,0000,0ea2,0ea2,0000,0000
456,456,0,0000,0,0000,0ea3,0ea3,0000,0000
457,457,0,0000,0,0000,0ea4,0ea4,0000,0000
458,458,0,0000,0,0000,0ea5,0ea5,0000,0000
459,459,0,0000,0,0000,0ea6,0ea6,0000,0000
460,460,0,0000,0,0000,0ea7,0ea7,0000,0000
461,461,0,0000,0,0000,0ea8,0ea8,0000,0000
462,462,0,0000,0,0000,0ea9,0ea9,0000,0000
463,463,0,0000,0,0000,0eaa,0eaa,0000,0000
464,464,0,0000,0,0000,0eab,0eab,0000,0000
465,465,0,0000,0,0000,0eac,0eac,0000,0000
466,466,0,0000,0,0000,0ead,0ead,0000,0000
467,467,0,0000,0,0000,0eae,0eae,0000,0000
468,468,0,0000,0,0000,0eaf,0eaf,0000,0000
469,469,0,0000,0,0000,0eb0,0eb0,0000,0000
470,470,0,0000,0,0000,0eb1,0eb1,0000,0000
471,471,0,0000,0,0000,0eb2,0eb2,0000,0000
472,472,0,0000,0,0000,0eb3,0eb3,0000,0000
473,473,0,0000,0,0000,0eb4,0eb4,0000,0000
474,474,0,0000,0,0000,0eb5,0eb5,0000,0000
475,475,0,0000,0,0000,0eb6,0eb6,0000,0000
476,476,0,0000,0,0000,0eb7,0eb7,0000,0000
477,477,0,0000,0,0000,0eb8,0eb8,0000,0000
